compound_id,target_id,branch_sequence,branch_pose,branch_structure,consensus_123,disagreement_sd,disagreement_range,disagreement_branch_sd,structure_minus_pose,sequence_minus_structure
34381-68-5,furin,0.1832,0.19135,0.06285,0.12574166666666667,0.1265466870368403,0.29540000000000005,0.07195229322266247,-0.1285,0.12035
51022-70-9,furin,0.4113,0.9266,0.76675,0.7607916666666666,0.2560161772232372,0.6151,0.2637646725776597,-0.15984999999999994,-0.35545000000000004
13492-01-8,furin,0.6113500000000001,0.37825,0.26844999999999997,0.3622,0.2529919109378796,0.6769000000000001,0.17510571092914137,-0.10980000000000001,0.3429000000000001
536-33-4,furin,0.21710000000000002,0.52575,0.98535,0.7041083333333332,0.3554552892652839,0.8358,0.38658872310678344,0.4595999999999999,-0.7682499999999999
25332-39-2,furin,0.7894,0.2425,0.43245,0.428625,0.3096292584150708,0.7636999999999999,0.27766704131627384,0.18995,0.35695
496775-61-2,furin,0.0302,0.95505,0.29525,0.47100833333333325,0.4267913338701556,0.9653,0.47625886955870256,-0.6597999999999999,-0.26505
100643-71-8,furin,0.40315,0.05325,0.7240500000000001,0.4469666666666667,0.3033358364365587,0.7549,0.33550446097381975,0.6708000000000001,-0.3209000000000001
123318-82-1,furin,0.3175,0.50885,0.6487499999999999,0.5469083333333334,0.2124704214708485,0.5271999999999999,0.16628960430526013,0.1398999999999999,-0.33124999999999993
36791-04-5,furin,0.13385,0.0814,0.2863,0.1925916666666667,0.1429311360994051,0.36710000000000004,0.10643935284157516,0.2049,-0.15245
198480-56-7,furin,0.6986,0.88015,0.37095,0.5952916666666667,0.2406314443292896,0.6223000000000001,0.25806961754534374,-0.5092,0.32765
201530-41-8,furin,0.6798,0.66945,0.44665,0.559775,0.21377215596673638,0.5267999999999999,0.13172312186299462,-0.2228,0.23314999999999997
111406-87-2,furin,0.24235,0.7133,0.63575,0.5960333333333334,0.24163399319356266,0.6623000000000001,0.2525112093221474,-0.07755000000000001,-0.3934
2627-69-2,furin,0.16115000000000002,0.22999999999999998,0.5763499999999999,0.3917,0.2787566465575305,0.827,0.22251954408545774,0.34634999999999994,-0.4151999999999999
3717-88-2,furin,0.3402,0.4142,0.7607999999999999,0.5751666666666667,0.2941742318196253,0.8579,0.2245409836384737,0.3465999999999999,-0.4205999999999999
133099-07-7,furin,0.59575,0.999,0.9975,0.9310416666666668,0.20883299946767672,0.43520000000000003,0.2323846936296221,-0.0014999999999999458,-0.40175000000000005
223673-61-8,furin,0.72335,0.603,0.53725,0.5901833333333334,0.10163916567937778,0.2230000000000001,0.09437548675371166,-0.06574999999999998,0.18610000000000004
50-28-2,furin,0.20565,0.2677,0.2097,0.22835833333333333,0.05562792164611821,0.14440000000000003,0.03471456226619217,-0.057999999999999996,-0.004049999999999998
641571-10-0,furin,0.44915000000000005,0.93755,0.66375,0.7192499999999998,0.22778886203382873,0.5764,0.2447972494398851,-0.27380000000000004,-0.2145999999999999
21462-39-5,furin,0.8733500000000001,0.41635,0.7262500000000001,0.6474666666666667,0.2816203218282848,0.7739,0.2332828826410831,0.30990000000000006,0.1471
169590-42-5,furin,0.75135,0.83615,0.5674,0.6876416666666666,0.2052989040399388,0.6171,0.137389473759819,-0.26874999999999993,0.18394999999999995
53885-35-1,furin,0.47309999999999997,0.3835,0.17959999999999998,0.2964833333333333,0.26282294420388796,0.7052,0.15041366294323133,-0.20390000000000003,0.2935
191732-72-6,furin,0.22005,0.3402,0.483,0.391575,0.22203055420369514,0.5653999999999999,0.1316374851628517,0.14279999999999998,-0.26295
144598-75-4,furin,0.8992,0.30745,0.45365,0.47917499999999996,0.31984964384327,0.7207000000000001,0.30823619325662155,0.1462,0.44555
154-69-8,furin,0.1839,0.9425,0.97695,0.8332916666666667,0.4122131265094146,0.9583,0.4482538464233557,0.03444999999999998,-0.79305
103577-45-3,furin,0.6715,0.1632,0.14335,0.23799166666666668,0.28405332891319307,0.7043999999999999,0.29936191446697646,-0.019850000000000007,0.52815
62893-19-0,furin,0.16675,0.5229999999999999,0.19285,0.2985499999999999,0.20034199759411403,0.5126,0.19857588599827516,-0.33014999999999994,-0.026099999999999984
73590-58-6,furin,0.2459,0.7783,0.7801,0.6904666666666667,0.3115196087996174,0.8383,0.3079022139143097,0.0018000000000000238,-0.5342
72432-03-2,furin,0.18714999999999998,0.28925,0.3701,0.31265833333333337,0.12659846233926644,0.3514,0.09168045502359451,0.08084999999999998,-0.18295
444731-52-6,furin,0.75255,0.69065,0.9941500000000001,0.8527166666666665,0.23656754426590307,0.48929999999999996,0.1603716620852949,0.3035000000000001,-0.24160000000000004
50-63-5,furin,0.20879999999999999,0.12595,0.0998,0.12668333333333334,0.06067288521242418,0.1776,0.05690481086867787,-0.026150000000000007,0.10899999999999999
364782-34-3,furin,0.316,0.47040000000000004,0.52805,0.4734916666666667,0.23966998769140874,0.6732,0.10964190576599807,0.05764999999999998,-0.21205000000000002
61318-91-0,furin,0.6059,0.8729,0.6970000000000001,0.74045,0.2943234048910597,0.6814,0.13572583885662057,-0.17589999999999995,-0.09110000000000007
30652-11-0,furin,0.85425,0.11335,0.19155,0.27593333333333336,0.3648141851226,0.7884,0.4070666079812164,0.07819999999999999,0.6627
165800-03-3,furin,0.8121,0.63925,0.8450500000000001,0.7709583333333333,0.13783431599810936,0.3991,0.11054144396258511,0.2058000000000001,-0.032950000000000035
321-30-2,furin,0.8066,0.20904999999999999,0.35514999999999997,0.3816916666666667,0.34835160781409735,0.8517,0.31150663850604104,0.14609999999999998,0.45145
