compound_id,target_id,branch_sequence,branch_pose,branch_structure,consensus_123,disagreement_sd,disagreement_range,disagreement_branch_sd,structure_minus_pose,sequence_minus_structure
147-94-4,pa_h5n1,0.6404000000000001,0.7737499999999999,0.52725,0.628275,0.25414961472854264,0.6642,0.12338786744787077,-0.24649999999999994,0.11315000000000008
147127-20-6,pa_h5n1,0.17315,0.60205,0.12425,0.29166666666666663,0.25315379844408153,0.624,0.262881234273832,-0.4778,0.0489
147403-03-0,pa_h5n1,0.6533,0.98615,0.97985,0.9275249999999998,0.19627596898245084,0.4988,0.19037844547111943,-0.006299999999999972,-0.32655
1476-53-5,pa_h5n1,0.3067,0.55305,0.42975,0.4503416666666667,0.24936083627279299,0.7017,0.12317502114200485,-0.12330000000000002,-0.12305000000000005
148-79-8,pa_h5n1,0.20125,0.8412999999999999,0.8824,0.7551749999999999,0.3718816088488378,0.9667,0.38195081162369576,0.041100000000000025,-0.6811499999999999
148849-67-6,pa_h5n1,0.11835,0.8658,0.6417999999999999,0.629225,0.3485034141391827,0.8584,0.38359210215192563,-0.2240000000000001,-0.52345
149647-78-9,pa_h5n1,0.31145,0.7797000000000001,0.53755,0.5805833333333333,0.23409579235859834,0.655,0.234170840413575,-0.2421500000000001,-0.22609999999999997
150-76-5,pa_h5n1,0.8169500000000001,0.3953,0.1648,0.350325,0.3278075375379076,0.7761,0.33071100047221497,-0.23049999999999998,0.65215
150322-43-3,pa_h5n1,0.41775,0.2249,0.45965,0.3744166666666666,0.19062104465841823,0.48430000000000006,0.12520269898581793,0.23475000000000001,-0.04189999999999999
150399-23-8,pa_h5n1,0.5095000000000001,0.7461,0.6801,0.6736666666666666,0.2346680861699491,0.6729999999999999,0.12209280623088867,-0.06599999999999995,-0.17059999999999997
150683-30-0,pa_h5n1,0.7239,0.08585,0.65385,0.47619166666666674,0.3423235175483371,0.9131,0.3499139906224576,0.5680000000000001,0.07004999999999995
1508-65-2,pa_h5n1,0.5649,0.55625,0.24120000000000003,0.4001666666666667,0.29386027575476525,0.6908000000000001,0.18444195789823237,-0.31505,0.32369999999999993
1508-75-4,pa_h5n1,0.234,0.4145,0.2161,0.2852166666666666,0.1428797396414201,0.40579999999999994,0.10974456706370479,-0.1984,0.017900000000000027
1508-76-5,pa_h5n1,0.66875,0.45630000000000004,0.3638,0.44545833333333335,0.23051101853635253,0.6061,0.15635736577895307,-0.09250000000000003,0.30494999999999994
152-62-5,pa_h5n1,0.64345,0.75605,0.6870499999999999,0.7027833333333332,0.18354800371201718,0.5315000000000001,0.05677546418421725,-0.06900000000000006,-0.04359999999999997
152520-56-4,pa_h5n1,0.87405,0.9639500000000001,0.9722999999999999,0.9531416666666667,0.0919007000336051,0.24080000000000001,0.05447445119809225,0.008349999999999858,-0.09824999999999995
15307-81-0,pa_h5n1,0.44284999999999997,0.5254,0.3396,0.4187416666666666,0.1569561308136767,0.39549999999999996,0.09309198408026331,-0.18579999999999997,0.10324999999999995
153559-49-0,pa_h5n1,0.4041,0.1641,0.16649999999999998,0.2053,0.15208308255687086,0.3976,0.1378764664473238,0.0023999999999999855,0.23760000000000003
154229-19-3,pa_h5n1,0.7811,0.8455999999999999,0.46904999999999997,0.646575,0.20323935068452334,0.48169999999999996,0.20138079807502335,-0.37654999999999994,0.31205000000000005
154361-50-9,pa_h5n1,0.8974,0.8976999999999999,0.6348499999999999,0.766225,0.21356301568077432,0.5627,0.15166998989033176,-0.26285000000000003,0.26255000000000006
155-41-9,pa_h5n1,0.73475,0.9877,0.91975,0.9115666666666667,0.15329745812200105,0.40260000000000007,0.13091085070892072,-0.06795000000000007,-0.18499999999999994
155206-00-1,pa_h5n1,0.7444999999999999,0.81515,0.4573,0.62445,0.24575623220310538,0.5719,0.18953094953947056,-0.35785000000000006,0.28719999999999996
155213-67-5,pa_h5n1,0.14745,0.1026,0.5193,0.318425,0.259852779473301,0.7113,0.2287366881372553,0.41669999999999996,-0.37185
156-57-0,pa_h5n1,0.28525,0.14129999999999998,0.0526,0.12094166666666667,0.11142933934411829,0.2874,0.11741331199371446,-0.08869999999999997,0.23265
15686-71-2,pa_h5n1,0.1789,0.41465,0.3244,0.3302333333333333,0.2150509280767388,0.6046,0.11894913128448369,-0.09025,-0.14550000000000002
159811-51-5,pa_h5n1,0.96455,0.6313500000000001,0.6578999999999999,0.7001583333333334,0.22247934435957573,0.5681,0.18518520684259132,0.02654999999999985,0.3066500000000001
160970-54-7,pa_h5n1,0.30085,0.96305,0.9302,0.8362583333333333,0.3557251954341535,0.8606,0.37319998771882795,-0.032849999999999935,-0.6293500000000001
161735-79-1,pa_h5n1,0.11515,0.5236999999999999,0.84415,0.6158333333333333,0.331976593552417,0.8149,0.36538616672410207,0.32045,-0.729
161814-49-9,pa_h5n1,0.4953,0.4358,0.3377,0.39666666666666667,0.21737971999859293,0.5907,0.07958393891567152,-0.09810000000000002,0.15760000000000002
162011-90-7,pa_h5n1,0.8237,0.09620000000000001,0.51335,0.42602500000000004,0.33868624861366897,0.8538,0.36505421857581644,0.41714999999999997,0.31035
162401-32-3,pa_h5n1,0.19469999999999998,0.9673499999999999,0.87385,0.7918250000000001,0.38908373734540314,0.9074,0.42169795569024676,-0.09349999999999992,-0.67915
163222-33-1,pa_h5n1,0.28664999999999996,0.37265000000000004,0.2133,0.2786416666666667,0.09753509453866678,0.2504,0.07975864112015285,-0.15935000000000005,0.07334999999999997
164656-23-9,pa_h5n1,0.44455,0.55795,0.29895,0.40955,0.2990749298531501,0.7750999999999999,0.12983317501060093,-0.25899999999999995,0.1456
165800-03-3,pa_h5n1,0.09985,0.52125,0.02885,0.20481666666666665,0.25179641578068584,0.6248,0.2661693445909953,-0.4924,0.071
169590-42-5,pa_h5n1,0.9498,0.17125,0.18235,0.3065583333333333,0.4031413978577078,0.8822,0.4463262661252789,0.011099999999999999,0.76745
170729-80-3,pa_h5n1,0.5983,0.9428,0.8567,0.8423333333333334,0.18422558635180583,0.47019999999999995,0.17928748794417673,-0.08609999999999995,-0.25839999999999996
171599-83-0,pa_h5n1,0.18455,0.48975,0.6858500000000001,0.5369333333333334,0.2544587936516769,0.7202000000000001,0.2526209083455551,0.19610000000000005,-0.5013000000000001
17321-77-6,pa_h5n1,0.44285,0.9634499999999999,0.99545,0.8926833333333333,0.3301006235478307,0.8362999999999999,0.31021904089422575,0.03200000000000003,-0.5526
1744-22-5,pa_h5n1,0.53195,0.35609999999999997,0.2414,0.3280583333333333,0.2552375788685253,0.6278,0.14634355412293817,-0.11469999999999997,0.29055000000000003
175865-59-5,pa_h5n1,0.5630000000000001,0.5904,0.614,0.5976333333333333,0.23486105395886026,0.581,0.025523583865384808,0.023599999999999954,-0.050999999999999934
179324-69-7,pa_h5n1,0.47025,0.05325,0.97365,0.58295,0.41325365939093633,0.9713,0.4608753844587493,0.9204,-0.5034000000000001
179463-17-3,pa_h5n1,0.38875,0.44415,0.24765,0.33666666666666667,0.25141458523058413,0.6535,0.10131684624648228,-0.19649999999999998,0.14109999999999998
18010-40-7,pa_h5n1,0.34955,0.8098000000000001,0.49355000000000004,0.5749666666666667,0.3056434175091403,0.7692,0.23543581043106707,-0.31625000000000003,-0.14400000000000002
183133-96-2,pa_h5n1,0.32395,0.20915,0.4698,0.35860833333333336,0.17773053761242044,0.47150000000000003,0.1306328729684837,0.26065,-0.14584999999999998
186826-86-8,pa_h5n1,0.70085,0.33999999999999997,0.21705000000000002,0.33866666666666667,0.2539559253098852,0.7143999999999999,0.25145969358925097,-0.12294999999999995,0.48379999999999995
188062-50-2,pa_h5n1,0.6825,0.7737,0.6729,0.7081000000000001,0.13088512520527304,0.3647,0.05563308368228389,-0.1008,0.009599999999999942
190786-44-8,pa_h5n1,0.8227,0.59665,0.4794,0.5757000000000001,0.26207394694373315,0.617,0.1744997874879317,-0.11725000000000002,0.3433
19171-19-8,pa_h5n1,0.60015,0.13735,0.0657,0.17865833333333334,0.3071299117094697,0.7971,0.2901018111514186,-0.07165,0.53445
19356-17-3,pa_h5n1,0.77365,0.24760000000000001,0.8409500000000001,0.63195,0.3107981123923803,0.7867000000000001,0.3248902673724366,0.59335,-0.06730000000000014
19387-91-8,pa_h5n1,0.748,0.53185,0.86675,0.735325,0.18284353602647993,0.4916,0.16979418668886556,0.3349,-0.11875000000000002
1953-02-2,pa_h5n1,0.622,0.07955,0.2737,0.26703333333333334,0.28271017255604136,0.7603,0.2748512067161673,0.19415,0.3483
196597-26-9,pa_h5n1,0.47715,0.7307999999999999,0.8131999999999999,0.7297250000000001,0.21265594199708285,0.606,0.17514645538329718,0.08240000000000003,-0.3360499999999999
19767-45-4,pa_h5n1,0.8530500000000001,0.8151999999999999,0.66935,0.7485833333333333,0.14312539956276105,0.4275,0.09699702315019777,-0.14584999999999992,0.18370000000000009
19774-82-4,pa_h5n1,0.6239,0.9452,0.6918500000000001,0.7649749999999998,0.18225184498380256,0.4874,0.16933060119186963,-0.25334999999999996,-0.06795000000000007
198480-56-7,pa_h5n1,0.25705,0.9047000000000001,0.2291,0.45895833333333336,0.3542947384123375,0.8204,0.38224492257364695,-0.6756000000000001,0.027950000000000003
201530-41-8,pa_h5n1,0.14435,0.7339,0.97365,0.7555166666666667,0.3912936288773432,0.9854,0.42676842959619216,0.23975000000000002,-0.8293
202138-50-9,pa_h5n1,0.2101,0.9675,0.75795,0.7364916666666667,0.3752418175878945,0.9801000000000001,0.391089415394144,-0.20955000000000001,-0.54785
2030-63-9,pa_h5n1,0.48464999999999997,0.4225,0.40045,0.42183333333333334,0.2804887211041946,0.6476999999999999,0.04366246481055935,-0.022050000000000014,0.0842
204255-11-8,pa_h5n1,0.8975500000000001,0.9348000000000001,0.5988,0.7605916666666667,0.17628505797902064,0.42390000000000005,0.18418067442957567,-0.3360000000000001,0.29875000000000007
2062-78-4,pa_h5n1,0.5765,0.20845000000000002,0.5857,0.4584166666666667,0.300124836804065,0.775,0.2151987472856971,0.37725,-0.009199999999999986
2068-78-2,pa_h5n1,0.2431,0.9779,0.7127,0.7228333333333333,0.3560263398495491,0.9459,0.3721080129926435,-0.2652,-0.4696
211915-06-9,pa_h5n1,0.1403,0.45265,0.61925,0.48389166666666666,0.25696363685678697,0.7686999999999999,0.2431430254671791,0.16659999999999997,-0.47895
21256-18-8,pa_h5n1,0.72195,0.73895,0.8517,0.7924916666666665,0.09377148109455596,0.2651,0.0705178759842732,0.11275000000000002,-0.12975000000000003
2135-17-3,pa_h5n1,0.44555,0.47375,0.52795,0.4961500000000001,0.21553039151513337,0.455,0.04187807700137788,0.054200000000000026,-0.08240000000000003
21679-14-1,pa_h5n1,0.47935,0.31994999999999996,0.5474,0.46024166666666666,0.22175559519434904,0.5955,0.11674235521009504,0.22745000000000004,-0.06805
21736-83-4,pa_h5n1,0.1641,0.7718,0.38115,0.4751916666666667,0.32029710218274954,0.8608,0.30795492500256166,-0.39065000000000005,-0.21705
2192-20-3,pa_h5n1,0.25065000000000004,0.8326,0.9424,0.7905083333333334,0.33960592113016325,0.8157,0.37176155104224173,0.10980000000000001,-0.69175
220127-57-1,pa_h5n1,0.044800000000000006,0.3547,0.30655000000000004,0.278975,0.22241791069965566,0.5319,0.16676804999759398,-0.04814999999999997,-0.26175000000000004
220620-09-7,pa_h5n1,0.1547,0.38505,0.6005,0.45438333333333336,0.30953246948691293,0.8213,0.22294149643647174,0.21545000000000003,-0.44580000000000003
22254-24-6,pa_h5n1,0.49420000000000003,0.58005,0.2929,0.42216666666666663,0.2379806749857363,0.6388,0.14739235337470302,-0.28714999999999996,0.20130000000000003
22260-51-1,pa_h5n1,0.2434,0.4921,0.99205,0.7006249999999999,0.35381982279120544,0.7935,0.38128696869942985,0.49995,-0.74865
223673-61-8,pa_h5n1,0.53135,0.95425,0.9851,0.8991916666666668,0.2598095661569579,0.6660999999999999,0.25353671496123265,0.030849999999999933,-0.45375
224785-90-4,pa_h5n1,0.37635,0.69965,0.60815,0.6000166666666666,0.18403192567233184,0.5411,0.16664652211592454,-0.09150000000000003,-0.23179999999999995
22916-47-8,pa_h5n1,0.6156,0.8944000000000001,0.71345,0.7574583333333332,0.1937444992767537,0.46470000000000006,0.1414490279217217,-0.18095000000000006,-0.09784999999999999
