compound_id,target_id,is_h3n2,is_h5n1,glidesp_pr_x_h3n2,pignet2_pr_x_h3n2,ligunity_pr_x_h3n2,boltz2_pr_x_h3n2,balm_pr_x_h3n2,mammal_pr_x_h3n2,glidesp_pr_x_h5n1,pignet2_pr_x_h5n1,ligunity_pr_x_h5n1,boltz2_pr_x_h5n1,balm_pr_x_h5n1,mammal_pr_x_h5n1
3056-17-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4386,0.5117,0.9089,0.8847,0.5594,0.0135
30652-11-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9748,0.9791,0.3821,0.4786,0.1135,0.4211
319460-85-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9713,0.9989,0.9976,0.999,0.9582,0.8974
320345-99-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6813,0.9126,0.9971,0.8977,0.1445,0.1437
321-30-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7174,0.8071,0.3152,0.3926,0.0853,0.2927
32986-56-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5467,0.8696,0.8028,0.1369,0.5195,0.675
33069-62-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.561,0.666,0.041,0.0611,0.1684,0.053
330784-47-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3242,0.3216,0.5787,0.395,0.4171,0.1709
33402-03-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9896,0.9033,0.2088,0.2589,0.6615,0.2006
33419-42-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9765,0.9969,0.9716,0.9808,0.5975,0.8169
341031-54-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9877,0.9461,0.9751,0.8112,0.9821,0.999
34183-22-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6705,0.6119,0.5424,0.7348,0.6156,0.9214
34381-68-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8988,0.9669,0.7465,0.9851,0.9306,0.2809
34552-83-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6105,0.7952,0.6569,0.103,0.4375,0.3794
34580-14-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.6207,0.0352,0.0097,0.2336,0.1615
3543-75-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7006,0.0958,0.381,0.4087,0.001,0.0171
36322-90-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6881,0.541,0.8794,0.9908,0.2203,0.7327
364782-34-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5054,0.7839,0.5185,0.7187,0.4963,0.9602
367514-88-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7324,0.4501,0.6644,0.3612,0.0255,0.4255
36791-04-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9972,0.999,0.6555,0.575,0.6254,0.6597
3717-88-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.011,0.1286,0.2742,0.6849,0.6758
3801-06-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5325,0.8739,0.6921,0.1416,0.7026,0.7905
380843-75-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4677,0.8438,0.7368,0.6524,0.7874,0.1955
38194-50-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0401,0.1877,0.6385,0.4098,0.2792,0.1146
38304-91-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4018,0.8302,0.8702,0.4273,0.0659,0.1209
389-08-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8661,0.7841,0.4568,0.875,0.4602,0.3806
3963-95-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.1892,0.1625,0.1733,0.0453,0.3334
3978-86-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6209,0.9298,0.1268,0.5457,0.1173,0.6871
405165-61-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3524,0.2781,0.2804,0.0888,0.3215,0.4911
41340-25-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.1023,0.0907,0.1174,0.936,0.3619
42057-22-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5442,0.8221,0.772,0.5796,0.5857,0.1943
42461-84-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0652,0.2764,0.2856,0.2616,0.3971
42924-53-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1297,0.5303,0.587,0.8428,0.3196,0.0318
4342-03-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9685,0.7439,0.9262,0.9678,0.8343,0.5197
440-17-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8071,0.4979,0.1488,0.0256,0.2938,0.5864
444731-52-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9713,0.9878,0.947,0.9753,0.9813,0.5106
446-86-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.9005,0.9906,0.9725,0.9862,0.738
452-35-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8973,0.4516,0.9934,0.9269,0.0103,0.3302
475207-59-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5265,0.4976,0.1382,0.0466,0.7328,0.9439
50-01-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.0278,0.07,0.0574,0.5169,0.65
50-02-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2843,0.8074,0.8082,0.6433,0.0604,0.1678
50-04-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8947,0.9956,0.4613,0.4857,0.4721,0.338
50-27-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9814,0.9827,0.9171,0.9977,0.4482,0.3298
50-28-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7702,0.6369,0.7486,0.6733,0.4487,0.5438
50-35-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3542,0.3616,0.9668,0.9584,0.7603,0.186
50-41-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0853,0.1352,0.7058,0.4264,0.1787,0.7259
50-55-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1787,0.1333,0.4426,0.2817,0.2022,0.146
50-63-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.588,0.7683,0.6342,0.9001,0.0438,0.0438
50-78-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9414,0.2365,0.7424,0.8748,0.7494,0.889
50-81-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9351,0.8257,0.9506,0.769,0.2771,0.4253
50-91-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4004,0.8575,0.4328,0.6292,0.9261,0.7718
503612-47-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9955,0.797,0.9943,0.9013,0.804,0.3544
50700-72-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2769,0.6218,0.2453,0.0691,0.2582,0.6372
51-21-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9364,0.9634,0.7153,0.9013,0.9492,0.9832
51-52-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.948,0.9948,0.8324,0.6193,0.1766,0.1524
51333-22-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6157,0.8265,0.2422,0.5711,0.3336,0.3355
51481-61-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3931,0.2992,0.4346,0.2619,0.7846,0.4481
51803-78-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2399,0.1625,0.6435,0.3239,0.9822,0.4055
518048-05-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.2226,0.1863,0.0341,0.1522,0.1205
52-21-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2649,0.1302,0.1278,0.0208,0.3231,0.818
52-86-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4097,0.9268,0.4011,0.6909,0.9248,0.46
521-78-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5385,0.7209,0.9341,0.9155,0.668,0.6117
527-07-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9933,0.7284,0.5767,0.6716,0.2803,0.0916
53-86-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0162,0.3183,0.205,0.0662,0.8345
532-03-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6487,0.4835,0.1826,0.4476,0.0157,0.1303
53885-35-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9879,0.9845,0.9075,0.9805,0.7999,0.5844
54-85-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9231,0.8453,0.1977,0.3477,0.3779,0.2614
54029-12-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4334,0.5809,0.9951,0.9759,0.5826,0.5766
540737-29-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5797,0.9851,0.6837,0.291,0.1321,0.3446
541-15-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2867,0.0866,0.4667,0.3051,0.7605,0.8861
541-22-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9552,0.9035,0.4536,0.6882,0.8801,0.569
5451-09-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8466,0.8813,0.4447,0.4532,0.0641,0.1867
54527-84-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6425,0.7729,0.531,0.387,0.5749,0.6561
548-62-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7431,0.6544,0.7614,0.9557,0.5135,0.6285
548-73-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2557,0.8704,0.5038,0.7189,0.566,0.2412
549-18-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.017,0.8895,0.5315,0.0078,0.0218
55-06-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6728,0.5157,0.0636,0.0941,0.1598,0.354
55-98-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5821,0.9422,0.3123,0.5433,0.6783,0.5474
550-99-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7559,0.8266,0.539,0.6022,0.0036,0.2013
55079-83-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.533,0.7139,0.3829,0.4912,0.9129,0.0901
55268-74-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5885,0.136,0.168,0.108,0.449,0.083
553-08-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3835,0.2862,0.998,0.9622,0.3919,0.0241
555-30-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5215,0.386,0.3243,0.3758,0.7351,0.8116
5593-20-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7909,0.3218,0.2197,0.3156,0.0067,0.0067
56-85-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3406,0.2879,0.6091,0.5973,0.8223,0.1593
56180-94-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.1285,0.3647,0.0758,0.6737,0.9165
56211-40-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9604,0.7427,0.3919,0.7834,0.8801,0.9933
56296-78-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6244,0.343,0.9399,0.8119,0.9481,0.764
57-41-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7703,0.9459,0.7747,0.4271,0.757,0.9454
57-66-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7596,0.7221,0.3214,0.7609,0.7575,0.6416
57-68-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3532,0.7348,0.1875,0.0965,0.522,0.1546
57248-88-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9027,0.942,0.9728,0.9382,0.8543,0.4688
57808-65-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9862,0.999,0.8736,0.4232,0.1826,0.7026
57852-57-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6266,0.5351,0.0161,0.0377,0.2942,0.6036
5786-21-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9103,0.3372,0.8359,0.8162,0.146,0.4266
58-56-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9642,0.671,0.8023,0.8766,0.1241,0.1044
58-61-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2259,0.0486,0.0372,0.4684,0.5047
58-96-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5472,0.5947,0.3176,0.5685,0.3436,0.1493
58579-51-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9245,0.9671,0.9137,0.9786,0.1415,0.153
5874-97-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7906,0.7626,0.4974,0.6008,0.6465,0.3952
59-05-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7024,0.5553,0.4786,0.4657,0.5634,0.862
59-67-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1452,0.2253,0.1994,0.0534,0.5658,0.531
59-87-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5412,0.4519,0.7922,0.5579,0.1982,0.5181
590-63-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9532,0.9941,0.9923,0.9959,0.9898,0.9671
595-33-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1558,0.8777,0.8345,0.9237,0.6433,0.6684
60-32-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8953,0.6968,0.9049,0.7025,0.8222,0.045
60-56-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.957,0.709,0.9561,0.9495,0.7565,0.5008
6018-19-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6306,0.723,0.3489,0.7187,0.6466,0.5591
603-50-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.1333,0.514,0.5997,0.3798,0.5371
61-16-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7775,0.7842,0.8947,0.9292,0.3077,0.5163
61-76-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4151,0.8894,0.5033,0.5615,0.7246,0.6016
61318-91-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8061,0.713,0.3421,0.3651,0.267,0.1519
61718-82-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2514,0.7158,0.054,0.0666,0.9645,0.7562
61825-94-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.001,0.8299,0.6323,0.4834,0.3747
62-31-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7671,0.5144,0.6062,0.0783,0.4746,0.5077
62-97-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4752,0.6975,0.514,0.4945,0.8892,0.9125
62013-04-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0049,0.346,0.5162,0.2702,0.2643
624-49-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4028,0.6343,0.9178,0.5303,0.5406,0.2619
62571-86-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9398,0.7121,0.9414,0.8919,0.4902,0.4216
62893-19-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9858,0.9742,0.3866,0.3218,0.7551,0.999
63-45-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2993,0.077,0.067,0.0022,0.7402,0.2228
63-74-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1817,0.1764,0.1833,0.1571,0.3167,0.0083
63-92-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.39,0.6004,0.781,0.3158,0.5171
635728-49-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3899,0.5677,0.865,0.3352,0.9782,0.6825
63659-19-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4297,0.9588,0.0492,0.1866,0.3145,0.4091
64-75-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9897,0.6537,0.8054,0.959,0.534,0.2536
64-77-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7637,0.454,0.7718,0.85,0.119,0.103
641571-10-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7952,0.6216,0.1237,0.2065,0.9647,0.616
64228-81-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7693,0.9799,0.1343,0.7081,0.4147,0.6855
64461-82-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4845,0.3067,0.0705,0.1637,0.9045,0.5409
645-05-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6482,0.3528,0.916,0.5823,0.6613,0.0168
64872-77-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9612,0.6129,0.9871,0.9251,0.0431,0.2339
6493-05-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8803,0.628,0.6498,0.5889,0.5096,0.8803
65-28-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4122,0.2941,0.037,0.1288,0.2608,0.6147
65-29-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3275,0.3609,0.8653,0.6944,0.0702,0.1744
65277-42-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.949,0.9658,0.8788,0.7854,0.6582,0.335
65473-14-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9064,0.6538,0.9543,0.9881,0.1712,0.4992
65928-58-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7882,0.7597,0.8009,0.7107,0.567,0.681
66085-59-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4325,0.5779,0.1472,0.3409,0.8463,0.8411
66104-23-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9064,0.8751,0.9213,0.8913,0.3983,0.1974
66357-59-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8309,0.6919,0.7872,0.3592,0.7451,0.7134
668270-12-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4403,0.3988,0.5445,0.9167,0.1239,0.4407
67-03-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5917,0.5764,0.5373,0.4753,0.3385,0.4867
67-48-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2971,0.8751,0.5146,0.946,0.1403,0.1892
67-73-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7478,0.5297,0.8002,0.9473,0.9109,0.8354
67-92-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9258,0.9988,0.6245,0.922,0.2746,0.3541
68-35-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3019,0.6871,0.3406,0.0915,0.3377,0.0696
68-41-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7664,0.699,0.3772,0.8207,0.1274,0.2096
68291-97-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9746,0.8465,0.9006,0.9563,0.0428,0.0129
68373-14-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4511,0.0544,0.2298,0.2869,0.1843,0.1458
69-52-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9336,0.9435,0.982,0.9945,0.8164,0.6349
697761-98-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9973,0.8134,0.7034,0.4944,0.1607,0.8681
70024-40-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9546,0.8243,0.9671,0.9821,0.8054,0.5617
70288-86-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4938,0.7364,0.319,0.4726,0.4111,0.6041
70458-96-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8146,0.7356,0.6988,0.8249,0.8865,0.8163
70476-82-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5749,0.9206,0.9283,0.8919,0.4792,0.9022
7081-44-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.2441,0.4442,0.6974,0.8748,0.8724
7081-53-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9854,0.9018,0.6485,0.5469,0.5825,0.6858
71-58-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.9254,0.4152,0.709,0.2109,0.8971
71675-85-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9584,0.9948,0.8801,0.8876,0.8301,0.4523
72-14-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5148,0.1393,0.929,0.7607,0.2158,0.6367
72-33-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.8832,0.999,0.9933,0.1264,0.1007
721-50-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0071,0.0341,0.1303,0.2535,0.5166
723-46-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.551,0.1208,0.1019,0.0298,0.2241,0.2823
72432-03-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7989,0.2397,0.8962,0.9063,0.6788,0.6153
72559-06-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5434,0.011,0.0041,0.0575,0.0144,0.1336
7279-75-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9332,0.6003,0.7039,0.7477,0.4808,0.4274
73590-58-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7956,0.4453,0.7537,0.9881,0.7078,0.5885
738-70-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5225,0.2817,0.9785,0.9331,0.8467,0.0915
73816-42-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9605,0.8188,0.8876,0.5748,0.0914,0.2601
73963-72-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9907,0.6576,0.9616,0.8469,0.9609,0.4351
74011-58-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.2026,0.5579,0.1572,0.4067,0.0968
745-65-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9319,0.9903,0.5025,0.3562,0.1006,0.153
74863-84-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4252,0.7583,0.7452,0.608,0.4452,0.3656
753498-25-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3826,0.9576,0.999,0.9511,0.3436,0.86
75607-67-9,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3317,0.3464,0.5815,0.8051,0.0131,0.0319
75695-93-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9824,0.9922,0.999,0.9984,0.9443,0.7733
75706-12-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9876,0.9922,0.5888,0.5423,0.8092,0.6835
76-90-4,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,0.1074,0.2671,0.1993,0.368,0.4538
7681-93-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6497,0.5081,0.6651,0.7327,0.4792,0.5472
76824-35-6,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2973,0.4293,0.0942,0.6243,0.2666,0.2872
77-86-1,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.902,0.9358,0.931,0.9981,0.9963,0.9839
77883-43-3,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9384,0.8284,0.8165,0.7124,0.1092,0.1374
78110-38-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9513,0.9049,0.212,0.0695,0.263,0.9405
78246-49-8,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5642,0.556,0.4996,0.1348,0.2994,0.7965
78415-72-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9022,0.9354,0.949,0.9177,0.8177,0.8601
79-57-2,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8774,0.4788,0.1805,0.2063,0.4212,0.5784
79307-93-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8694,0.4599,0.9568,0.9833,0.9121,0.9362
79559-97-0,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.6083,0.9589,0.9197,0.7376,0.7931
797-63-7,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7038,0.9524,0.4943,0.8554,0.5972,0.9899
79794-75-5,pa_h5n1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9794,0.9694,0.5272,0.8765,0.8475,0.6453
