compound_id,target_id,branch_sequence_pr,branch_pose_pr,branch_structure_pr,consensus_123_pr,disagreement_sd_pr,disagreement_range_pr,disagreement_branch_sd_pr,structure_minus_pose_pr,sequence_minus_structure_pr
144060-53-7,pa_ph1n1,0.58565,0.13555,0.31110000000000004,0.29834166666666667,0.234695777550428,0.6708999999999999,0.22685733953302017,0.17555000000000004,0.27454999999999996
144689-63-4,pa_ph1n1,0.63405,0.7121999999999999,0.9173,0.8017249999999999,0.14412321695919317,0.34830000000000005,0.14628966413705835,0.20510000000000006,-0.28325
144701-48-4,pa_ph1n1,0.4427,0.7956,0.16145,0.41970833333333335,0.31083071544920826,0.8793,0.3177489037484368,-0.63415,0.28125
145040-37-5,pa_ph1n1,0.08249999999999999,0.3775,0.22965000000000002,0.25440833333333335,0.13712591901849433,0.3109,0.14750013841801415,-0.14784999999999998,-0.14715000000000003
145108-58-3,pa_ph1n1,0.40474999999999994,0.3441,0.47114999999999996,0.4177333333333333,0.16658016288462038,0.40909999999999996,0.06354668231570654,0.12704999999999994,-0.06640000000000001
146464-95-1,pa_ph1n1,0.3094,0.49729999999999996,0.5318999999999999,0.48328333333333334,0.2821713876352455,0.6742999999999999,0.11972873506389346,0.034599999999999964,-0.22249999999999992
147-94-4,pa_ph1n1,0.50545,0.70395,0.7382,0.6879916666666666,0.24382140184979662,0.6734,0.12566348912870437,0.03425,-0.23275
147127-20-6,pa_ph1n1,0.3748,0.5566,0.2519,0.37395,0.16627654875738393,0.49110000000000004,0.15329586861143168,-0.30469999999999997,0.12290000000000001
147403-03-0,pa_ph1n1,0.6923,0.96025,0.99105,0.9309916666666668,0.1536923029953029,0.3742,0.1643154511906899,0.03079999999999994,-0.29874999999999996
1476-53-5,pa_ph1n1,0.22185,0.37945,0.32095,0.32393333333333335,0.11662815126146289,0.29869999999999997,0.07966682705702126,-0.058499999999999996,-0.09910000000000002
148-79-8,pa_ph1n1,0.2062,0.8253,0.8855,0.7522166666666666,0.3648383751745422,0.9233,0.37602245943560336,0.06019999999999992,-0.6793
148849-67-6,pa_ph1n1,0.38634999999999997,0.97495,0.9057,0.842225,0.3006991763651285,0.7131000000000001,0.3217063736287072,-0.06925000000000003,-0.51935
149647-78-9,pa_ph1n1,0.67255,0.91955,0.90415,0.8706833333333334,0.13436650500279698,0.3591,0.13837432324435534,-0.01539999999999997,-0.23160000000000003
150-76-5,pa_ph1n1,0.48055000000000003,0.49260000000000004,0.0414,0.2649916666666667,0.25402918270676433,0.6104,0.25709251415265544,-0.45120000000000005,0.43915000000000004
150322-43-3,pa_ph1n1,0.40979999999999994,0.75715,0.1839,0.4126333333333334,0.2778402736585657,0.6906,0.28876126096367793,-0.57325,0.22589999999999993
150399-23-8,pa_ph1n1,0.5608,0.8167,0.74775,0.739575,0.16861906673524993,0.45630000000000004,0.13240670614939917,-0.06894999999999996,-0.18695000000000006
150683-30-0,pa_ph1n1,0.8223,0.0417,0.3477,0.3248,0.36565059277950035,0.9598,0.3933229207661308,0.306,0.4746
1508-65-2,pa_ph1n1,0.3814,0.8593999999999999,0.9161,0.8080833333333334,0.2895803975870374,0.7507,0.29371272245739255,0.056700000000000084,-0.5347
1508-75-4,pa_ph1n1,0.57635,0.9735,0.83215,0.8366333333333333,0.2211450835989803,0.5499999999999999,0.20130473789754677,-0.1413500000000001,-0.2557999999999999
1508-76-5,pa_ph1n1,0.47834999999999994,0.07350000000000001,0.10389999999999999,0.15617499999999998,0.30078107265362736,0.8031999999999999,0.22547745083119358,0.030399999999999983,0.37444999999999995
