id,smiles,source
Z4459619131,O=C(Nc1ccc(-c2nnc(-c3cc(Br)c4ccccc4c3)[nH]2)cc1)c1cccc(CN2CCS(=O)(=O)CC2)c1,Enamine
Z9061388653,CC(C)(C)OC(=O)N1CC[C@H](n2cc(C(=O)/N=c3/[nH]c(-c4ccccc4F)co3)nn2)C1,Enamine
Z2207537784,Cc1ncn(-c2ccc(NC(=O)CCC(=O)N3CCC(O)CC3)cc2)c1C,Enamine
Z1994578721,CCS(=O)(=O)NCCN1CCOC[C@H]1c1nc(-c2cccs2)no1,Enamine
Z5000147880,O=C1CC[C@H](N2Cc3cc([N-]S(=O)(=O)c4ccc(-n5ccnn5)cc4)ccc3C2=O)C(=O)N1,Enamine
Z28517919,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)[C@H]2COc3ccccc3O2)CC1,Enamine
Z335379752,CCN(CC)S(=O)(=O)c1cccc(C(=O)N[C@@H](C(=O)Nc2ccc(-c3cc[nH]n3)cc2)C(C)C)c1,Enamine
Z4505903364,C[N@H+]1C[C@@H](c2nnc(-c3ccc(NC(=O)c4cccc(CN5CCS(=O)(=O)CC5)c4)cc3)[nH]2)C1,Enamine
Z6739528030,CN(C)S(=O)(=O)N1CC(NC[C@@H](O)c2ccc(-c3ccccc3)cc2)C1,Enamine
Z18914579,Cc1cccc(NS(=O)(=O)c2ccc(C)c(C(=O)O[C@@H](C)C(=O)Nc3ccc(-c4nc5ccc(C)cc5s4)cc3)c2)c1,Enamine
Z2045889334,C[C@@H]1C[N@@H+](CCN2CCOC[C@@H]2c2ncn(Cc3ccccc3)n2)CCO1,Enamine
Z4445562876,O=C(Nc1ccc(-c2nncs2)cc1)c1cccc(CN2CCS(=O)(=O)CC2)c1,Enamine
Z27144781,CCOc1ccc(N2C[C@@H](C(=O)Nc3ccc(-c4nnc5n4CCCCC5)cc3)CC2=O)cc1,Enamine
Z351788280,N#C[C@@H](C(=O)CSc1nnc(-c2ccco2)o1)c1nc(-c2ccccc2)cs1,Enamine
Z197101572,COc1cc2c(cc1NC(=O)CNc1cccc(S(C)(=O)=O)c1)oc1ccccc12,Enamine
Z51622072,Cc1cc(C(=O)Cn2nnc(-c3cccc(F)c3)n2)c(C)n1[C@@H]1CCS(=O)(=O)C1,Enamine
Z126463462,Cc1noc(C)c1S(=O)(=O)N1CC[NH+](CC(=O)Nc2ccc(-c3ccccc3)cc2)CC1,Enamine
Z8687465227,COc1ccc(CCN(C(=O)[C@@H]2CC[C@@]3(C2)C[C@H]3C(=O)OC(C)(C)C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)cc1OC,Enamine
Z1634967717,CC(C)S(=O)(=O)c1ccc(CC(=O)Nc2ccc(-n3cnnn3)cc2)cc1,Enamine
Z1744159519,CCOc1ccc(C(=O)NCC(=O)Nc2ccc(-c3ccco3)cc2)cc1OCC,Enamine
Z954363436,CCN(CC)C(=O)c1ccc(NS(=O)(=O)c2cnn(Cc3ccccc3)c2)cc1,Enamine
Z4655081352,CCOc1ccc(C(=O)NCC(=O)Nc2ccc(-c3cc4ccccc4o3)cc2)cc1OCC,Enamine
Z44843426,CCOC(=O)c1ccc(-c2ccc(/C=N\NC(=O)Cn3nnc(-c4ccccc4)n3)o2)cc1,Enamine
Z1225120134,CCOc1cc(C(=O)N[C@@H](C#N)c2cnn(-c3ccccc3)c2)ccn1,Enamine
Z1361038020,Cc1nc(-c2cccs2)sc1C(=O)N(C)C[C@H](O)CN1CCOCC1,Enamine
Z56786204,CCOC(=O)c1c(NC(=O)c2ccccc2F)n(CCC[NH+]2CCOCC2)c2nc3ccccc3nc12,Enamine
Z1626192232,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1COCCN1CCCS(C)(=O)=O,Enamine
Z26222135,Cc1nn(-c2ccccc2)c(C)c1NC(=O)CN1C(=O)N[C@@](C)(c2ccc3c(c2)OCCO3)C1=O,Enamine
Z4463356962,C[N@H+]1CC[C@@H](c2nnc(-c3ccc(NC(=O)c4cccc(CN5CCS(=O)(=O)CC5)c4)cc3)[nH]2)C1,Enamine
Z5198675746,Cc1ccc(Cn2nc(C)c(C(=O)N3CCN(C(C)(C)c4cn([C@@H](C)c5ccc(Br)c(C)c5)nn4)CC3)c2C)cc1,Enamine
Z6739436967,N#Cc1ccc([N-]S(=O)(=O)c2ccc(-n3ccnn3)cc2)nc1,Enamine
Z295510902,COc1ccc(N2C(=O)CC[C@@H](C(=O)Nc3ccc(-n4cncn4)cc3)[C@H]2c2ccccc2OC)cc1,Enamine
Z1042981874,O=C(Nc1ccc(-c2noc(=O)[nH]2)cc1)c1cccc(CN2CCS(=O)(=O)CC2)c1,Enamine
Z9202322687,C[C@@H](NS(=O)(=O)c1ccc(-n2cccn2)c(F)c1)c1nnc2n1CCOC2,Enamine
Z4898033726,O=C(Nc1ccc(-n2cccc2)c(Cl)c1)C(=O)N1CCC(c2nnc(-c3ccccc3)[nH]2)CC1,Enamine
Z1627805850,COC(=O)CCCS(=O)(=O)N1CCOC[C@H]1c1noc(-c2cnn(C)c2)n1,Enamine
Z9359117383,O=C(NCc1ccnc(-n2cncn2)c1)c1ccc(-c2ccccc2Cl)[nH]c1=O,Enamine
Z4445302513,CS(=O)(=O)/N=C(\[O-])[C@H]1C[N@H+](Cc2cccc(C(=O)Nc3ccc(-c4n[nH]c(C5CC5)n4)cc3)c2)C1,Enamine
Z1256038499,COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc4c(c3)n(C)c(=O)n4C)cc2)cc1,Enamine
Z9385080419,O=C(c1ccc(-c2cccc(C(F)F)c2)cc1)N1CCn2cc(O)c(=O)cc2C1,Enamine
Z9270883207,COCCn1ccc(NC(=O)Nc2ccc(-n3cnnc3)cc2)n1,Enamine
Z136424584,O=C(c1ccc(-n2cccc2)cc1)N1CCN(C(=O)[C@H]2COc3ccccc3O2)CC1,Enamine
Z30926551,COc1cc2c(cc1NC(=O)c1ccccc1SCC(=O)NCc1ccco1)oc1ccccc12,Enamine
Z443931566,Cc1nc(NC(=O)CS(=O)(=O)Cc2ccc(C#N)cc2)sc1-c1ccccc1,Enamine
Z7351035427,COC(=O)C[C@H]1CC[C@@H](Sc2nnnn2-c2c(C)n(C)n(-c3ccccc3)c2=O)C1,Enamine
Z760180528,O=C(Nc1ccc2c(c1)oc1ccccc12)C(=O)N1CCN(c2cnccn2)CC1,Enamine
Z750873092,NS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,Enamine
Z1191242650,N#C[C@@H](NC(=O)CCCc1ccccn1)c1cnn(-c2ccccc2)c1,Enamine
Z1155604910,C[C@H](NC(=O)[C@H]1CC(=O)N(c2ccc3c(c2)Cc2ccccc2-3)C1)c1cccnc1,Enamine
Z52048603,COc1ccc([C@H]2CC(c3ccccc3)=NN2C(=O)CCC(=O)Nc2ccc(-n3cnnn3)cc2)cc1,Enamine
Z4445563003,O=C(Nc1ccc(-c2ccon2)cc1)c1cccc(CN2CCS(=O)(=O)CC2)c1,Enamine
Z62765378,COc1cc(C)c(CSCC(=O)Nc2ccc(-n3cnnn3)cc2)cc1OC,Enamine
Z30786353,CCN(CC(=O)Nc1ccc2c(c1)OCCO2)C(=O)Cc1csc(-c2ccccc2)n1,Enamine
Z240518814,COc1ccc(-n2cnnc2SCC(=O)Nc2ccc(-c3csc(C)n3)cc2)cc1,Enamine
Z25457918,Cc1nn(Cc2ccccc2)c(Cl)c1C(=O)OCC(=O)NCc1ccc2c(c1)OCO2,Enamine
Z16362332,CCOC(=O)c1c(NC(=O)COC(=O)c2ccccc2SCC(=O)Nc2ccc3c(c2)OCO3)sc(Cl)c1-c1ccccc1,Enamine
Z4445302539,O=C(Nc1ccc(-c2n[nH]c(C3CC3)n2)cc1)c1cccc(Cc2ccc(O)cc2)c1,Enamine
Z30714472,CCN(CC(=O)N[C@@H]1CCS(=O)(=O)C1)C(=O)Cc1ccc(-c2ccccc2)cc1,Enamine
Z5094092558,Cc1c(S(=O)(=O)N2CCN(c3ccnc(N(C)C)n3)CC2)cnn1-c1ccc(Cl)cc1,Enamine
Z32572795,COC(=O)CCCCCNC(=O)c1ccc(-c2ccccc2)cc1,Enamine
